,uid,bid,rating
175982,38023,0689848684,6
176020,38023,0786808551,8
176022,38023,0786881852,8
176049,38023,0812511751,7
176068,38023,0836210263,9
176070,38023,0836218787,10
176071,38023,0836218981,10
176091,38023,0886773776,9
176114,38023,0971880107,9
176132,38023,156402976X,10
176140,38023,1573225789,10
176169,38023,3522128001,10
176191,38034,0060256672,10
176193,38034,0061097101,6
176197,38034,0380820447,10
176200,38034,0446608955,4
176201,38034,0446610542,8
176202,38034,0446611867,6
176206,38034,0671702505,8
176208,38034,0671776096,10
176210,38034,067187098X,8
176212,38034,0971181802,6
176255,38081,0060194448,8
176258,38081,044022425X,8
176259,38081,0684853515,9
176260,38081,0684867621,4
176261,38081,0743211383,7
176267,38091,0345435796,8
176271,38091,0449221490,5
176272,38091,0451183665,10
176274,38091,0515130044,8
176275,38091,0679433740,4
176276,38091,0767905202,7
176344,38176,0345368754,4
176345,38176,0375701427,6
176347,38176,044900371X,4
176353,38176,0671019546,7
176354,38176,0671776134,7
176356,38176,0679781277,5
176357,38176,0688152449,5
176358,38176,0767902513,6
176503,38250,0425178765,7
176504,38250,0440236673,8
176505,38250,0440236738,10
176506,38250,0446612545,7
176507,38250,0515130389,7
176508,38250,0515134864,5
176509,38250,0553579754,6
176511,38250,0671657860,8
176544,38273,0060391677,5
176553,38273,0060976845,5
176555,38273,0061030597,5
176556,38273,0061030635,5
176558,38273,0061032425,9
176593,38273,0312976275,5
176594,38273,0312980140,7
176595,38273,0312983271,9
176598,38273,0316601950,7
176601,38273,0345368436,10
176603,38273,0345413873,5
176604,38273,0345413903,10
176607,38273,0345432401,5
176612,38273,0380714752,10
176615,38273,0380726262,5
176640,38273,0425155722,5
176641,38273,0425177068,5
176642,38273,0425178765,5
176643,38273,0425179559,5
176644,38273,0425179885,5
176645,38273,0425180638,5
176646,38273,0425182150,5
176647,38273,0425182878,7
176648,38273,0425182908,9
176649,38273,0425189864,10
176651,38273,0440225701,5
176652,38273,0440236053,9
176653,38273,044023722X,5
176655,38273,0440414806,10
176659,38273,0446604844,5
176660,38273,0446608890,5
176661,38273,0446610100,5
176662,38273,0449003787,5
176663,38273,0449003795,7
176665,38273,0451198387,5
176667,38273,0451201558,5
176669,38273,0515130044,5
176679,38273,0553271636,5
176680,38273,0553274295,10
176681,38273,0553278274,10
176687,38273,0553581554,5
176718,38273,067082982X,5
176720,38273,0671020943,5
176733,38273,0743211375,5
176734,38273,0743410653,5
176735,38273,0743423682,7
176766,38273,0807508527,10
176806,38273,0836204387,10
176807,38273,0836213122,10
176809,38273,0836217691,10
176810,38273,0836218051,10
176811,38273,0836218221,10
176812,38273,0836218523,10
176813,38273,0836218620,10
176814,38273,0836218663,10
176815,38273,0836218833,10
176816,38273,0836220889,10
176817,38273,0836221362,10
176833,38273,0891075275,5
176836,38273,0891076182,5
176841,38273,0920668372,10
176891,38281,0060512806,8
176894,38281,0151008116,9
176898,38281,0312961324,5
176899,38281,0316666343,6
176900,38281,0374199698,9
176901,38281,0375703829,9
176903,38281,038000321X,8
176906,38281,0439064864,8
176907,38281,0439136369,8
176909,38281,043935806X,7
176911,38281,0440214041,5
176914,38281,0451166892,8
176915,38281,0451196716,6
176922,38281,0553213105,6
176924,38281,0553294385,9
176926,38281,0553580272,7
176943,38281,0812502124,7
176945,38281,0812509250,7
176947,38281,0812532597,8
176952,38281,0812533054,6
176954,38281,0812550706,10
176955,38281,0812565959,8
176956,38281,0812575717,9
176994,38281,8433969978,9
177004,38281,8445071416,8
177009,38281,8466303022,5
177027,38281,8495501198,7
177195,38457,0316969680,7
177196,38457,0373483694,4
177198,38457,0399147284,7
177199,38457,0399148639,7
177200,38457,0515126489,7
177202,38457,1878424319,8
177229,38464,0140293248,5
177232,38464,0156027321,8
177264,38464,0446310786,9
177277,38464,0552991260,7
177284,38464,0553271636,8
177285,38464,0553279556,8
177286,38464,0553280147,7
177293,38464,0609810103,6
177300,38464,0684803852,8
177325,38464,0751510114,9
177334,38464,0767912233,8
177336,38464,0786867647,9
177344,38464,1592400876,9
177402,38482,0440212359,7
177403,38482,044651652X,5
177404,38482,0449908798,7
177406,38482,0553564528,7
177408,38482,0894716905,6
177464,38544,0380807343,5
177465,38544,0385493800,9
177468,38544,0399147128,8
177470,38544,0440117437,10
177472,38544,0446691798,10
177475,38544,0451206525,5
177476,38544,0451208765,5
177479,38544,0525946233,10
177523,38544,0804105820,10
177525,38544,1551667509,5
177569,38556,0061000019,6
177571,38556,0061000035,6
177573,38556,0061000280,6
177575,38556,0061092886,6
177578,38556,0070212570,6
177605,38556,0312203039,5
177608,38556,0312978367,5
177612,38556,0312983271,5
177620,38556,0330347772,5
177644,38556,0380731851,5
177649,38556,0385490992,5
177656,38556,044021145X,5
177657,38556,0440225701,5
177662,38556,044661095X,5
177664,38556,0446667900,5
177669,38556,0449217205,5
177670,38556,0449221393,5
177676,38556,0451176723,4
177677,38556,0451184327,7
177691,38556,055328942X,5
177763,38556,0752848224,5
177769,38556,0770428797,5
177781,38556,0894803204,5
177784,38556,1551666839,5
177788,38556,1573225541,5
177971,38590,0399149155,10
177972,38590,0399151060,10
177973,38590,0440212561,10
177974,38590,0440215625,10
177975,38590,0440217563,10
177976,38590,044022425X,10
177980,38590,0515136530,10
177981,38590,0553295977,10
178073,38654,038089968X,8
178074,38654,0440219078,5
178077,38654,0440400759,7
178078,38654,0440404193,8
178099,38654,0671468200,8
178101,38654,0671525433,9
178106,38654,0671642561,9
178146,38660,0061054151,10
178149,38660,0061056774,10
178150,38660,0061057363,10
178159,38660,0066214122,8
178163,38660,0345384350,7
178165,38660,0440204429,7
178166,38660,0449006522,10
178167,38660,0449006530,10
178168,38660,0449225046,8
178173,38660,0671025333,5
178180,38660,0886774713,8
178254,38703,0060915544,9
178255,38703,0060916508,9
178256,38703,0060928336,9
178258,38703,0142001740,10
178260,38703,0440212723,7
178261,38703,044023574X,7
178262,38703,0446387878,9
178264,38703,0452284937,10
178267,38703,0671617028,10
178271,38703,155874262X,10
178272,38703,1573225789,9
178284,38718,0312195516,9
178286,38718,0312971346,8
178288,38718,0345370775,7
178293,38718,0440234743,9
178294,38718,0440241073,7
178298,38718,0515129941,10
178303,38718,055357227X,9
178313,38718,0842332340,5
178927,38802,0140366784,9
178942,38802,0345410017,8
178958,38802,0385335482,8
178995,38802,0671880187,8
179013,38802,0812968379,10
179195,38899,044021145X,7
179197,38899,0440213525,7
179201,38899,0451153553,8
179209,38899,077109986X,8
179210,38899,0804106304,8
179216,38904,0440214041,8
179217,38904,0446600709,7
179219,38904,0553578022,9
179220,38904,0553582127,8
179221,38904,0553582135,7
179248,38933,0060987103,8
179249,38933,0060987529,8
179258,38933,0375725784,10
179259,38933,0380816547,8
179263,38933,0425152251,9
179264,38933,0440215625,8
179267,38933,0446673544,6
179276,38933,0553574574,8
179285,38933,0743262174,8
179288,38933,0743469801,8
179290,38933,0767905180,8
179291,38933,0802130208,5
179317,38950,0066214122,10
179321,38950,0316666343,10
179331,38950,0552546933,8
179333,38950,0671028375,6
179335,38950,0679735771,8
179351,38950,3426614960,8
179374,38950,3596150655,4
179416,38991,0380789892,6
179417,38991,0440234743,8
179418,38991,0446605484,7
179419,38991,0451202317,6
179422,38991,0515130389,7
179443,38995,0060173289,10
179444,38995,0060175400,10
179447,38995,0060976845,10
179448,38995,014025448X,9
179449,38995,0142001740,9
179453,38995,0345367898,7
179455,38995,044021145X,8
179456,38995,0440343690,9
179460,38995,0671894455,6
179465,38995,0767915054,4
179469,38995,1400030382,10
179471,38995,1400034779,10
179533,39087,0142001740,9
179534,39087,0425175405,9
179535,39087,0440226430,8
179536,39087,067102535X,10
179537,39087,0671534734,8
179538,39087,0671724738,8
179633,39159,0060809833,6
179635,39159,0061054895,7
179636,39159,0312966806,8
179638,39159,0312980159,8
179639,39159,0312983824,8
179643,39159,0553583611,4
179644,39159,0684801523,2
179742,39219,0446610100,7
179744,39219,0451210158,6
179746,39219,0553563521,8
179747,39219,0553583611,8
179749,39219,074322535X,8
179750,39219,0743407083,6
179751,39219,0743412621,9
179754,39219,080411918X,8
179768,39227,0345384377,8
179771,39227,034540288X,7
179776,39227,0380708213,8
179780,39227,0399148760,7
179781,39227,042510107X,10
179782,39227,0425143325,9
179783,39227,042515601X,8
179787,39227,0440236703,8
179790,39227,0441783589,9
179808,39227,0553269828,9
179810,39227,055329024X,9
179816,39227,0671528904,9
179892,39281,006016848X,8
179901,39281,0060922532,5
179913,39281,0061009504,9
179920,39281,0061097861,10
179935,39281,0140133488,9
179940,39281,0140265686,10
179941,39281,0140270590,10
179952,39281,0226500578,10
179965,39281,0312313810,10
179972,39281,0312901437,10
179979,39281,0316089699,5
179985,39281,0316779423,9
179987,39281,0316782505,9
180000,39281,0345422473,9
180007,39281,0345441265,8
180010,39281,0345445848,5
180025,39281,0375703055,9
180031,39281,0375727345,9
180032,39281,0375760911,10
180039,39281,0380718340,8
180042,39281,0380723638,10
180044,39281,0380725835,5
180058,39281,0385486804,9
180060,39281,0385504209,10
180062,39281,0385508042,8
180063,39281,0385509456,10
180065,39281,0385511612,5
180082,39281,0399146253,7
180083,39281,0399148027,8
180089,39281,0399151060,5
180093,39281,0425133540,8
180098,39281,0425175111,5
180104,39281,0440218535,9
180114,39281,044651652X,9
180115,39281,044651862X,9
180116,39281,0446519081,9
180118,39281,0446604801,8
180123,39281,0446612545,7
180126,39281,0446672211,10
180136,39281,0449219372,9
180140,39281,0449911004,5
180150,39281,0515094978,9
180161,39281,0553107240,8
180167,39281,055356160X,5
180184,39281,0618002219,10
180185,39281,0670031208,5
180187,39281,0671000314,5
180205,39281,0679426159,9
180219,39281,0684852225,5
180227,39281,0740704818,10
180228,39281,0743202988,5
180234,39281,0743237188,9
180236,39281,0743245520,5
180237,39281,0743246071,9
180299,39281,1558531025,10
180319,39281,1878424319,8
180323,39284,0312973055,7
180324,39284,0312982518,7
180325,39284,0316602051,6
180326,39284,0345391055,6
180327,39284,0440211727,7
180329,39284,0671027360,8
180402,39345,0061012513,10
180403,39345,0140092323,6
180405,39345,015100692X,3
180411,39345,0345384369,4
180416,39345,0380718340,10
180417,39345,0385504209,9
180418,39345,0385511612,8
180425,39345,0425163407,9
180429,39345,044021145X,10
180431,39345,0440220602,8
180432,39345,0440221471,10
180433,39345,044022165X,10
180436,39345,0440241073,7
180441,39345,0446363669,4
180442,39345,0446364762,7
180445,39345,0446602213,8
180450,39345,0449208281,8
180455,39345,0451181379,9
180457,39345,0451184327,7
180463,39345,0553278592,7
180465,39345,055357230X,7
180466,39345,0553574574,8
180470,39345,0553586122,10
180480,39345,0684848783,6
180506,39353,0439049962,10
180507,39353,0439049989,10
180512,39353,0440414806,10
180513,39353,0590414291,5
180516,39353,0590634275,10
180518,39353,0590846280,10
180563,39372,0061040347,8
180566,39372,0373835922,7
180569,39372,042518630X,6
180571,39372,0446605484,8
180572,39372,0446607193,9
180573,39372,0446611212,6
180574,39372,0515102636,9
180575,39372,0515130966,8
180576,39372,0786868716,4
180643,39396,0060955775,9
180647,39396,0140620338,10
180666,39396,059035342X,8
180668,39396,0671880187,10
180672,39396,0679775439,10
180703,39396,3150000017,10
180709,39396,325722575X,9
180722,39396,3423117370,6
180725,39396,3442431875,4
180726,39396,3442727952,10
180736,39396,3518368540,10
180833,39441,0316284955,6
180853,39441,0440110653,3
180857,39441,0446519804,8
180860,39441,0446527130,9
180864,39441,0451147367,7
180865,39441,0451157443,4
180867,39441,0451169522,7
180870,39441,0451190521,8
180871,39441,0451190548,8
180888,39441,0671673688,5
180894,39441,0684853507,9
180903,39441,1551660717,7
180974,39467,0156027321,10
180976,39467,0312421273,9
180977,39467,0312422156,10
180978,39467,0312979479,9
180979,39467,0330487612,7
180984,39467,0345404475,8
180985,39467,0345453743,9
180986,39467,0374199698,10
180988,39467,0375703861,7
180990,39467,0375725849,9
180992,39467,0385472951,9
180994,39467,0399501487,10
180995,39467,044022165X,7
180996,39467,0440236673,9
180997,39467,044023722X,6
180998,39467,0451173139,5
180999,39467,0451457994,7
181001,39467,0552124753,6
181002,39467,0553274503,8
181003,39467,0553279912,7
181005,39467,0553293354,9
181006,39467,0553293362,9
181008,39467,0553294385,9
181011,39467,0618002227,10
181012,39467,0618002235,10
181013,39467,0618002243,10
181015,39467,0679723161,10
181017,39467,0679742298,10
181020,39467,0679767800,10
181021,39467,0679781587,6
181024,39467,0747538484,7
181026,39467,0747546290,8
181034,39467,1853260150,10
181038,39467,185326086X,9
181042,39467,2070360024,9
181061,39467,8401491029,8
181080,39467,8408039369,2
181083,39467,8420441708,7
181097,39467,8420483532,7
181123,39467,8423310353,6
181180,39467,8433914545,9
181284,39467,8472230082,8
181348,39467,8495618605,3
181396,39502,0373484410,5
181400,39502,0380753022,5
181411,39502,0425179184,5
181458,39502,0515132020,5
181468,39502,0553584707,5
181471,39502,067164257X,5
181473,39502,0671871005,6
181496,39513,0425192725,9
181504,39513,0440220602,10
181505,39513,044022165X,9
181506,39513,0440241073,7
181507,39513,0440241537,8
181508,39513,0446364193,10
181511,39513,0451409361,10
181515,39513,055357227X,7
181521,39513,0743431030,9
181524,39513,0770429033,8
181871,39616,0373218036,7
181875,39616,0373484429,6
181895,39616,0385302304,10
181897,39616,0385311400,8
181899,39616,0385315309,5
181925,39616,0439064864,9
181939,39616,0440224764,7
181981,39616,0449911012,8
182019,39616,0553210823,10
182021,39616,0553242954,10
182048,39616,0590353403,9
182071,39616,0671705091,10
182079,39616,0671739735,7
182082,39616,0671744216,8
182084,39616,0671870114,10
182085,39616,0671880608,6
182089,39616,067976397X,7
182181,39616,1558747109,8
182232,39646,006019491X,6
182287,39646,0316601950,10
182288,39646,0316666343,9
182309,39646,0345432401,7
182325,39646,0373250118,7
182326,39646,0373250134,8
182355,39646,0380726289,8
182358,39646,0380730359,7
182379,39646,0385504209,9
182428,39646,0440209803,5
182431,39646,0440211727,10
182441,39646,0440226406,5
182456,39646,0446530077,7
182483,39646,0451162188,7
182620,39646,0671027638,4
182640,39646,067697175X,10
182657,39646,0679783571,9
182696,39646,0767905180,8
182697,39646,0767905385,7
182717,39646,0802135196,7
182763,39646,1573225789,8
182793,39662,0385504209,9
182794,39662,0440225299,5
182795,39662,0515122564,5
182796,39662,0553582747,8
182797,39662,0553582755,7
182798,39662,0671004530,7
182799,39662,0671014196,6
182859,39705,0060081961,7
182863,39705,0316601950,10
182875,39705,0399149325,4
182883,39705,0446606812,10
182889,39705,0515133639,9
182891,39705,0553572210,7
182895,39705,0671042505,7
182899,39705,0743428625,9
182900,39705,0743464451,9
182988,39773,0060171928,8
182995,39773,0066214122,7
183043,39773,0380978415,8
183055,39773,0397306938,9
183072,39773,0440222656,10
183078,39773,0446523569,10
183080,39773,0446608955,8
183084,39773,0449005615,10
183100,39773,0517580497,9
183105,39773,0553213148,9
183118,39773,0553568728,10
183119,39773,0553571656,9
183121,39773,0553574566,9
183122,39773,0553577808,10
183134,39773,0609610597,6
183137,39773,0618129022,9
183138,39773,0670241334,10
183146,39773,0671027360,10
183168,39773,0679444815,8
183169,39773,0679446486,9
183172,39773,0684810395,8
183178,39773,0740723367,10
183180,39773,0743206029,9
183186,39773,0743486226,10
183194,39773,0786868716,10
183201,39773,0812505166,10
183207,39773,0842329242,9
183344,39928,0440213282,9
183346,39928,0440225698,7
183347,39928,0440236851,8
183350,39928,0670880728,8
183351,39928,067103619X,9
183601,40052,0060391626,9
183605,40052,0345387651,9
183606,40052,0345446860,9
183607,40052,0375713751,5
183609,40052,0385492081,7
183610,40052,0399141146,8
183614,40052,067976402X,6
183653,40110,0066211611,9
183662,40110,0440202043,9
183663,40110,0440204194,7
183664,40110,0440211263,10
183665,40110,0440221595,9
183671,40110,0553571818,7
183798,40222,0060938455,10
183802,40222,0316789089,7
183803,40222,0385493800,10
183804,40222,0446532231,5
183810,40222,0842329129,10
183811,40222,0842329218,10
183879,40299,0316666343,9
183881,40299,0385319444,7
183883,40299,0684848406,8
183884,40299,0743418174,6
183886,40299,0971880107,4
183924,40330,0140186522,5
183931,40330,0345314255,7
183932,40330,0345342968,7
183934,40330,0345370740,7
183935,40330,0345370775,10
183936,40330,0345375580,6
183941,40330,0375725784,9
183947,40330,0399501487,10
183948,40330,0425152251,8
183950,40330,0446310786,9
183952,40330,0451162072,9
183955,40330,0452264464,8
183960,40330,0553211404,7
183971,40330,067976402X,5
183974,40330,0802132758,7
184024,40415,0060083948,2
184027,40415,0060934913,10
184031,40415,0151008116,7
184034,40415,0312195516,8
184039,40415,0316693200,5
184047,40415,0375700757,6
184048,40415,0375703764,9
184053,40415,038550926X,6
184057,40415,042516098X,2
184059,40415,0425177068,6
184060,40415,0425192725,7
184061,40415,043935806X,7
184068,40415,0446358592,8
184072,40415,0446532231,7
184074,40415,044661162X,5
184075,40415,0446611921,3
184076,40415,0446612545,6
184078,40415,0449003795,6
184081,40415,0451191145,10
184082,40415,0451202341,6
184089,40415,0553380958,8
184209,40466,0060391448,10
184210,40466,0070212570,10
184215,40466,0440206154,6
184216,40466,0446394521,7
184217,40466,0802135161,8
184293,40505,0312924801,5
184295,40505,0316776963,3
184296,40505,0345453387,6
184297,40505,0380796104,5
184298,40505,0380820293,6
184299,40505,0385479565,5
184300,40505,0425174344,5
184301,40505,0440202043,7
184303,40505,0451524667,7
184311,40505,1573229326,4
184315,40511,0373484836,5
184316,40511,0440224705,9
184320,40511,0515126772,7
184322,40511,0671739743,8
184324,40511,0767900383,6
184325,40511,1551668017,8
184606,40612,0060928336,6
184611,40612,0440183057,8
184613,40612,0446672211,7
184614,40612,0452264464,2
184616,40612,0670839809,5
184620,40612,0671867172,7
184625,40612,0684810387,8
184626,40612,0684832291,8
184627,40612,0684835959,8
184696,40640,0060987103,7
184710,40640,0345325818,5
184711,40640,038072152X,9
184721,40640,0552124753,10
184722,40640,0552128481,10
184723,40640,0552131059,10
184724,40640,0552131067,10
184725,40640,0552134600,10
184996,40772,0312305060,8
184997,40772,0316168688,7
184999,40772,0345452704,6
185002,40772,0385512104,4
185003,40772,0385721420,7
185004,40772,0395927218,8
185005,40772,0399150439,7
185009,40772,0786867647,8
185020,40795,0439064872,10
185021,40795,0439136350,10
185022,40795,0439139597,10
185023,40795,059035342X,10
185024,40795,0679879242,8
185032,40796,0312971125,7
185036,40796,0345368932,8
185053,40796,0446310786,8
185058,40796,0446603856,10
185060,40796,0449221490,6
185067,40796,0553578022,8
185088,40798,0380726254,8
185095,40798,0440212561,7
185097,40798,0440236053,7
185098,40798,0440514428,9
185099,40798,0446605239,8
185102,40798,0446611921,7
185110,40798,0515131229,8
185113,40798,0553572326,9
185117,40798,0590453653,7
185127,40798,1551668246,6
185146,40838,006019491X,7
185147,40838,0140187537,8
185151,40838,0375501371,6
185153,40838,0393315606,6
185156,40838,0671776134,7
185157,40838,0743203631,7
185162,40838,1400034779,6
185164,40838,158234082X,8
185222,40888,0440166497,8
185223,40888,0440211891,9
185224,40888,0440217512,9
185225,40888,0440224845,9
185226,40888,0440224853,9
185229,40888,0446601241,8
185230,40888,0446606189,9
185231,40888,0446608262,10
185232,40888,0446609404,9
185233,40888,0446611921,10
185234,40888,0446613266,9
185236,40888,0515132039,10
185243,40889,0060928336,9
185260,40889,0310205719,10
185277,40889,0312983417,7
185280,40889,0312986343,5
185288,40889,0345298349,6
185289,40889,0345339681,10
185291,40889,0345387651,5
185292,40889,0345417623,4
185300,40889,0373483899,8
185310,40889,0380730359,6
185317,40889,0385315090,10
185320,40889,0385335431,7
185321,40889,038542017X,8
185322,40889,0385424736,9
185324,40889,0385484518,10
185329,40889,0385721420,5
185330,40889,0399150838,5
185332,40889,0425136981,6
185346,40889,0440217547,10
185347,40889,0440220602,8
185348,40889,0440221315,7
185349,40889,0440221501,10
185353,40889,0440224764,10
185354,40889,0440224780,10
185357,40889,0440225701,8
185359,40889,0440226104,6
185362,40889,0440236703,8
185363,40889,044023672X,8
185373,40889,044048474X,10
185374,40889,0440486599,10
185392,40889,0446606812,10
185396,40889,0446611867,8
185428,40889,0515121843,10
185429,40889,0515122734,10
185430,40889,051512317X,10
185431,40889,0515124214,10
185435,40889,0515126772,10
185436,40889,0515127833,9
185437,40889,0515128554,10
185438,40889,0515130389,8
185444,40889,0515135062,7
185456,40889,0553565915,7
185459,40889,0553574574,6
185465,40889,0553579754,8
185478,40889,0618129022,10
185479,40889,0670865796,10
185482,40889,0671016652,10
185485,40889,0671024248,7
185507,40889,0671741187,9
185513,40889,0671867113,8
185519,40889,0679745203,7
185521,40889,068486424X,6
185524,40889,0688163173,10
185529,40889,0743204077,8
185533,40889,0743412273,5
185537,40889,0743439740,9
185540,40889,0743460529,6
185553,40889,0786817070,8
185554,40889,0786868716,5
185561,40889,0811807282,7
185574,40889,0836220730,10
185595,40889,089480829X,9
185614,40889,1551667002,7
185621,40889,1551668653,5
185622,40889,155166884X,9
185628,40889,155874262X,10
185629,40889,1558744606,10
185630,40889,1558745017,10
185631,40889,1558745157,9
185664,40914,0060083298,8
185666,40914,0060505885,9
185667,40914,0060507845,9
185669,40914,0060976845,7
185670,40914,0061009059,10
185672,40914,0140293248,8
185673,40914,0312150601,7
185676,40914,0316666343,7
185678,40914,0373250118,8
185679,40914,037325024X,7
185681,40914,0375760911,8
185685,40914,0380818973,7
185686,40914,0385324057,9
185688,40914,0385335830,7
185689,40914,0385335881,9
185694,40914,0446610550,5
185697,40914,0452281903,8
185700,40914,0670880728,7
185702,40914,0671003755,9
185703,40914,067697175X,9
185706,40914,0684862719,7
185717,40914,0767905202,8
185718,40914,0767912233,7
185719,40914,0767913000,7
185721,40914,0967673747,9
185734,40922,0061099368,7
185739,40922,0399140093,8
185740,40922,0399142282,8
185742,40922,039914496X,8
185744,40922,0399147772,7
185745,40922,039914868X,6
185747,40922,0446530891,7
185748,40922,0446609323,6
185751,40922,0451210158,5
185754,40922,055309999X,6
185758,40922,0743437802,8
185823,40943,0061020710,9
185832,40943,0064400018,10
185837,40943,0064400964,10
185843,40943,0064407055,10
185853,40943,0064472795,10
185861,40943,0140298479,10
185914,40943,0312288115,1
185943,40943,0316788228,10
185958,40943,0345339495,10
185969,40943,0345362861,10
185970,40943,0345368932,10
186099,40943,0380710722,10
186123,40943,0385335482,10
186134,40943,0385730586,10
186140,40943,0394800133,10
186169,40943,0425117383,7
186200,40943,043936213X,10
186226,40943,0440229499,10
186250,40943,0440940001,10
186277,40943,0446365386,10
186303,40943,0448095017,10
186357,40943,0451204956,8
186406,40943,0553131893,10
186421,40943,055321313X,10
186422,40943,0553213172,10
186446,40943,0553260111,7
186457,40943,0553274295,10
186598,40943,0618002219,10
186601,40943,0670241334,10
186607,40943,0671003755,5
186692,40943,0671737821,10
186700,40943,0671744208,10
186707,40943,0671870114,10
186715,40943,0679746048,8
186777,40943,0743418174,10
186784,40943,0743457269,10
186785,40943,0743460529,5
186842,40943,0836204387,10
186934,40943,1896860982,6
187128,41080,0140274782,7
187130,41080,034540288X,6
187134,41080,0440220602,8
187136,41080,0440235162,6
187137,41080,0440236673,7
187145,41080,068484477X,9
187152,41084,002542730X,7
187161,41084,0061031550,8
187164,41084,0061099643,9
187165,41084,0066214122,8
187178,41084,0312980140,8
187182,41084,0316690619,7
187183,41084,0316693324,8
187187,41084,0345353145,8
187188,41084,0345354621,7
187189,41084,0345370775,9
187199,41084,0345402871,7
187220,41084,0380975068,9
187232,41084,0399144463,8
187236,41084,0399501487,9
187238,41084,0425099334,8
187239,41084,0425101452,8
187241,41084,0425107469,8
187242,41084,0425121259,8
187244,41084,0425127583,8
187245,41084,0425128164,7
187248,41084,0425136981,8
187250,41084,0425142485,6
187260,41084,0440220602,7
187270,41084,0446603392,8
187272,41084,0446604658,8
187274,41084,0449149900,8
187276,41084,0451137965,9
187277,41084,0451141083,7
187278,41084,0451142934,10
187281,41084,0451160959,8
187282,41084,0451166884,7
187311,41084,0671016784,8
187323,41084,0671867172,7
187326,41084,0679429220,8
187333,41084,0684874350,9
187340,41084,0743222229,9
187347,41084,0767905385,8
187352,41084,0786890436,8
187371,41084,1400032016,7
187412,41086,0375727132,4
187426,41086,0446671002,7
187441,41086,0452283086,6
187452,41086,0671027522,8
187459,41086,0767915054,7
187472,41088,0380753022,10
187474,41088,0440166497,10
187476,41088,0451408462,10
187477,41088,0515130389,9
187478,41088,0553278592,10
187530,41111,0375756981,10
187532,41111,0440226430,9
187534,41111,0670846503,10
187535,41111,0670855030,10
187536,41111,0670858692,5
187537,41111,0670868361,10
187538,41111,067102423X,9
187539,41111,0679736379,10
187540,41111,0684834723,8
187697,41177,0060930187,8
187701,41177,0140132708,8
187703,41177,0142001740,6
187706,41177,0156027321,8
187709,41177,0312099436,8
187711,41177,0345348109,7
187716,41177,0399501487,7
187717,41177,0425152251,8
187718,41177,0440414806,7
187722,41177,0553572040,6
187723,41177,0670030643,8
187724,41177,0679457313,7
187732,41177,1400034779,7
187979,41245,0060008032,8
187980,41245,0060987529,9
187981,41245,0316182540,8
187982,41245,0385335482,10
187984,41245,0679446486,5
188151,41364,0060922249,7
188152,41364,0060987561,8
188157,41364,0316096199,9
188159,41364,0375504613,9
188160,41364,0380718758,7
188163,41364,0385729332,9
188167,41364,044651862X,6
188169,41364,0446532231,9
188176,41364,0553375407,5
188194,41364,0805063897,10
188215,41364,1573222038,7
188278,41395,0060392452,10
188280,41395,0140042393,10
188281,41395,0312195516,10
188282,41395,0316899984,9
188283,41395,0375506039,8
188288,41395,0385722192,7
188289,41395,0449911446,9
188293,41395,0743225422,8
188294,41395,0767905385,8
188299,41403,0156006219,7
188302,41403,0375701427,6
188304,41403,0375726403,7
188305,41403,0553288202,10
188307,41403,0671038184,8
188309,41403,0684874350,10
188404,41449,0375725601,10
188409,41449,0380815923,4
188411,41449,0440224594,8
188418,41449,0449000869,5
188420,41449,0452282152,9
188421,41449,0452284449,7
188426,41449,0609806505,4
188428,41449,0671027360,2
188437,41449,0743428188,7
188453,41450,0060921145,7
188457,41450,038079960X,7
188464,41450,0451161394,8
188466,41450,0515131741,7
188470,41450,0553212478,5
188487,41455,0060502258,9
188489,41455,0061020710,8
188490,41455,0061030635,6
188492,41455,0061092614,6
188500,41455,0312195516,9
188501,41455,0312955006,6
188505,41455,0316782505,8
188507,41455,0345338588,6
188508,41455,0345354621,5
188509,41455,0345380371,6
188510,41455,0345391055,5
188511,41455,034540761X,7
188512,41455,0345413865,5
188513,41455,0345441265,7
188520,41455,0380731851,8
188526,41455,0425129586,6
188533,41455,0441627404,5
188536,41455,0446359866,9
188541,41455,0446608815,5
188542,41455,0446675059,7
188556,41455,0451204123,4
188560,41455,051510566X,5
188563,41455,0553274295,9
188565,41455,0553569791,5
188569,41455,0553578693,5
188570,41455,0553579983,5
188571,41455,0553582909,4
188576,41455,0671525433,5
188580,41455,0743237188,8
188583,41455,0743411323,8
188585,41455,0765341174,6
188586,41455,076534128X,4
188589,41455,0771086547,6
188590,41455,080410526X,5
188598,41455,1551668068,5
188721,41589,0312989385,8
188727,41589,042510107X,9
188729,41589,0425161722,6
188730,41589,0425171396,6
188731,41589,0425171884,6
188732,41589,042517400X,6
188733,41589,0425176932,6
188734,41589,0425182673,6
188735,41589,044021145X,9
188737,41589,044022165X,8
188747,41589,0449219364,8
188748,41589,0449219461,9
188749,41589,0449223604,8
188752,41589,0451210743,8
188755,41589,0553277243,8
188758,41589,0553284789,9
188760,41589,0671701231,8
188761,41589,0804106304,10
188770,41596,0312950586,8
188771,41596,0312963009,5
188785,41596,051512463X,8
188787,41596,0553117467,8
188800,41596,0964631601,7
188802,41596,0971880107,2
188833,41634,0345337662,7
188838,41634,0425135020,8
188842,41634,0446601241,9
188843,41634,0446603716,9
188859,41634,0671004565,8
188860,41634,0671528203,8
188862,41634,0671673688,8
188864,41634,0671793489,8
