,uid,bid,rating
280178,66518,0425185710,9
280181,66518,0446604801,8
280187,66518,0671028367,7
280188,66518,0679442790,7
280190,66518,0743203631,8
280276,66574,0060930187,3
280280,66574,0140185216,3
280283,66574,0312422156,9
280287,66574,0385721420,8
280288,66574,0385722192,7
280290,66574,0393319296,8
280292,66574,0399501487,6
280293,66574,0425083837,7
280296,66574,0425109720,7
280297,66574,0425116840,8
280298,66574,0425143325,9
280301,66574,0446670251,9
280302,66574,0451156609,8
280307,66574,0452269571,8
280308,66574,0452279178,6
280312,66574,0553210793,4
280318,66574,0679723161,10
280321,66574,0679751521,7
280326,66574,1400032717,6
280329,66574,1573227331,6
280331,66574,1573229326,8
280502,66640,0142001740,10
280505,66640,0312983301,6
280506,66640,0316168815,10
280507,66640,0316666009,10
280508,66640,0316693200,9
280511,66640,0380731851,9
280582,66680,0345459202,5
280590,66680,0375705856,8
280596,66680,0380730138,5
280612,66680,0385503822,7
280613,66680,0385505833,5
280614,66680,0385720106,6
280620,66680,0399141464,5
280624,66680,039914739X,5
280635,66680,0425132048,8
280641,66680,0425167313,5
280644,66680,0425174271,7
280645,66680,0425175405,7
280646,66680,0425182878,7
280647,66680,0425189864,7
280673,66680,0446516538,6
280682,66680,0446611867,5
280701,66680,0451142934,7
280702,66680,0451156609,6
280705,66680,0451186362,6
280706,66680,0451190491,7
280707,66680,0451190521,7
280708,66680,0451190548,7
280719,66680,0452282195,5
280738,66680,0553292722,6
280747,66680,0670868361,7
280773,66680,0679429220,6
280780,66680,0684853507,6
280786,66680,0743206045,6
280789,66680,0743411250,5
280826,66680,1565122968,5
280966,66789,0312263120,4
280979,66789,0425174271,5
280981,66789,0425182878,5
280984,66789,0446612545,5
280992,66789,1400031354,5
281204,66878,0060916508,8
281213,66878,0142001740,10
281219,66878,0316666009,8
281241,66878,039592720X,9
281243,66878,0425092917,8
281253,66878,0446394521,7
281256,66878,0446612545,7
281261,66878,0553279912,7
281290,66878,1558743669,7
281383,66942,0060987561,7
281399,66942,0142001740,7
281401,66942,0151008116,8
281412,66942,0312924585,7
281414,66942,0316666343,8
281420,66942,0345334531,4
281422,66942,0345370775,9
281430,66942,0375702709,6
281435,66942,0380789019,10
281437,66942,0380977788,9
281439,66942,0385265700,6
281440,66942,0385479565,10
281441,66942,0385482388,7
281445,66942,0393317552,7
281451,66942,0439064872,9
281452,66942,0439136350,9
281453,66942,0439139597,9
281455,66942,043935806X,7
281456,66942,0440224675,6
281457,66942,0446310786,10
281458,66942,0451167317,8
281478,66942,059035342X,9
281484,66942,0671021001,8
281485,66942,0671041789,7
281491,66942,0679429220,8
281499,66942,0684865742,4
281521,66942,0786890436,8
281526,66942,0804106304,10
281530,66942,0804114986,2
281536,66942,0842329218,7
281543,66942,1558743669,8
281553,66942,1573229326,1
281594,66953,0380717018,8
281595,66953,0380718340,8
281596,66953,0385420161,8
281597,66953,0425163407,8
281598,66953,0425169863,8
281599,66953,0425175405,7
281618,66960,0440221471,8
281619,66960,0440241537,9
281620,66960,0440414806,8
281621,66960,0449221482,7
281622,66960,0449221504,6
281960,67085,0345313860,10
281961,67085,0345337662,9
281972,67085,0440235596,10
281979,67085,0671011375,6
281984,67085,080411109X,9
282138,67178,0345384369,5
282139,67178,0425128164,5
282140,67178,0425144429,7
282141,67178,0446359866,10
282142,67178,0446364193,7
282144,67178,0451156609,6
282177,67198,0345325818,10
282178,67198,0345339681,10
282179,67198,0345339703,10
282180,67198,0345339711,10
282181,67198,0345339738,10
282184,67198,0345384466,8
282186,67198,0345397819,8
282187,67198,0345404319,8
282188,67198,0439064872,10
282330,67270,014029628X,9
282334,67270,0312274920,9
282341,67270,0345427637,7
282348,67270,0385504209,9
282353,67270,0451156609,5
282365,67270,0553572997,9
282382,67270,1573229571,8
282395,67288,0316601950,5
282396,67288,0316603570,8
282397,67288,0316693200,7
282401,67288,0446610038,8
282403,67288,0553584510,9
282413,67296,0345384350,7
282414,67296,0345391055,8
282417,67296,0425122123,8
282420,67296,0440214041,7
282421,67296,0446359866,8
282712,67402,0451208765,8
282718,67402,059035342X,10
282719,67402,0671027662,3
282721,67402,0671042262,5
282724,67402,0684848783,6
283033,67515,0312263120,8
283039,67515,0345435249,8
283046,67515,0425180638,7
283048,67515,0440206154,7
283060,67515,0451166892,5
283092,67515,0971880107,3
283181,67547,0142002267,9
283186,67547,015100692X,9
283193,67547,0312195516,3
283206,67547,0316777722,6
283209,67547,0345436911,4
283216,67547,0345459202,6
283242,67547,0385722206,8
283253,67547,0440235596,7
283257,67547,0446679364,7
283263,67547,0451524934,9
283281,67547,0671027344,8
283292,67547,0743418174,6
283299,67547,0804111359,8
283367,67591,0060930535,10
283377,67591,0316569321,8
283378,67591,0316780375,8
283379,67591,034536676X,9
283380,67591,0375702709,9
283381,67591,0375707972,5
283384,67591,0394223802,9
283386,67591,0446672211,8
283394,67591,0609804138,7
283396,67591,0671021001,8
283397,67591,0671024248,8
283398,67591,0671042572,7
283405,67591,0679731148,8
283411,67591,0771060548,10
283453,67627,0425179885,5
283457,67627,044023722X,8
283458,67627,0446602620,10
283460,67627,0553801376,9
283463,67627,074343627X,5
283469,67627,084233226X,10
283471,67627,0842342702,10
283477,67627,1576737330,8
283551,67663,0374199698,4
283571,67663,0380731851,7
283573,67663,0385503954,6
283592,67663,044900371X,4
283600,67663,0609608444,10
283609,67663,0679432477,6
283610,67663,0679735909,8
283635,67663,0805063897,7
283666,67663,1592400876,10
284124,67840,0312983271,10
284145,67840,0375700757,10
284155,67840,0380731851,9
284160,67840,0380789019,7
284178,67840,0385504209,10
284196,67840,0399150897,5
284248,67840,0446608890,10
284252,67840,0446613266,10
284253,67840,0446677450,7
284255,67840,0449005615,10
284275,67840,0451206525,10
284277,67840,0451207521,9
284279,67840,0451208765,10
284314,67840,0553584510,9
284320,67840,0609804138,10
284323,67840,0618129022,10
284326,67840,067088300X,9
284330,67840,0671028375,10
284392,67840,1400034779,10
285030,68128,0060929871,8
285034,68128,0312924585,10
285035,68128,0316769487,5
285036,68128,0316776963,8
285043,68128,0440224675,7
285044,68128,0441172717,10
285049,68128,0451524934,8
285051,68128,0553278223,6
285063,68128,0684833395,9
285098,68156,0312291639,10
285103,68156,0345361792,8
285112,68156,0385479565,6
285116,68156,0399143947,10
285122,68156,0425180638,7
285140,68156,0451166892,10
285144,68156,0451204530,10
285146,68156,0451207521,9
285160,68156,0553580191,7
285173,68156,0679781587,10
285228,68185,0060987103,6
285247,68185,0156028778,6
285257,68185,0316284955,5
285286,68185,0380789019,7
285291,68185,0385504209,7
285301,68185,0425115801,6
285302,68185,0425144429,5
285369,68185,0553572997,9
285421,68185,1931561648,7
285676,68256,014028009X,8
285684,68256,0316776963,10
285698,68256,0385729332,9
285699,68256,0439064872,7
285700,68256,0439136350,9
285701,68256,0439139600,8
285710,68256,0446672211,8
285721,68256,0670892963,8
285731,68256,0786881852,5
285737,68256,0887307876,10
285879,68383,0310205719,8
285885,68383,0385504209,7
285890,68383,0618002219,10
285891,68383,0618129022,10
285915,68383,089480829X,10
285997,68436,0060929871,9
286010,68436,0345339711,8
286011,68436,0345339738,8
286012,68436,0345342968,9
286015,68436,0345378482,8
286032,68436,0441172717,9
286033,68436,0441790348,9
286039,68436,0451191145,9
286053,68436,0553562614,9
286266,68537,0345354613,10
286267,68537,0345354621,8
286271,68537,0440234743,10
286273,68537,0451204530,3
286274,68537,0451207521,10
286309,68555,0060928336,10
286329,68555,0070212570,8
286332,68555,014025448X,8
286337,68555,014028009X,4
286347,68555,0142004235,9
286360,68555,0312195516,10
286404,68555,0345435028,8
286455,68555,0385482388,8
286462,68555,0385504209,10
286464,68555,0385511612,9
286476,68555,0425116840,6
286490,68555,0425170349,8
286520,68555,0440212561,10
286522,68555,0440214041,8
286524,68555,0440215625,5
286529,68555,0440217563,10
286530,68555,0440220602,7
286533,68555,0440221471,7
286536,68555,044022425X,10
286538,68555,0440224764,7
286542,68555,0440225701,7
286552,68555,0440236673,7
286558,68555,044023722X,4
286562,68555,0446359866,5
286564,68555,0446360589,7
286566,68555,0446364800,5
286568,68555,0446516538,5
286584,68555,0446603589,7
286585,68555,0446605239,8
286586,68555,0446606324,5
286659,68555,0515132187,7
286661,68555,0515133302,5
286677,68555,0553260111,8
286695,68555,0553580191,5
286714,68555,0670894605,9
286723,68555,0671041789,9
286810,68555,0767902521,9
287259,68760,0345413881,7
287260,68760,0373484224,3
287263,68760,0439064864,10
287264,68760,0439139597,10
287265,68760,0440236673,8
287271,68760,059035342X,10
287273,68760,0671038443,7
287280,68760,076790382X,9
287506,68886,0345353145,6
287508,68886,0385424736,10
287517,68886,0425109720,9
287519,68886,0440214041,10
287529,68886,0679419462,7
287684,68984,0060392452,6
287689,68984,0345339681,3
287690,68984,0345370775,5
287694,68984,0385504209,10
287695,68984,0399144463,1
287697,68984,0440211263,6
287703,68984,0515130389,7
287707,68984,0671027360,8
287716,68984,080410526X,9
287717,68984,0804105820,9
287718,68984,0804106304,5
287720,68984,0842329218,9
287721,68984,0842329242,8
287723,68984,0842329269,9
287729,68984,0842342702,10
287767,69012,0060934417,5
287768,69012,0446678457,7
287769,69012,0449005615,8
287770,69012,0671776134,7
287771,69012,0743237188,7
287900,69042,0345353145,9
287902,69042,0345354621,9
287911,69042,0345378482,7
288141,69042,0446613436,7
288256,69042,0553289411,6
288688,69078,0060175400,7
288689,69078,0060175966,8
288690,69078,0060188731,7
288692,69078,006019491X,9
288694,69078,0060199652,8
288697,69078,0060248025,8
288712,69078,0060915544,8
288714,69078,0060921145,8
288718,69078,0060929790,9
288719,69078,0060929871,9
288721,69078,0060938455,8
288737,69078,0140042598,9
288746,69078,0140119906,9
288772,69078,015100692X,7
288783,69078,0156528207,9
288799,69078,031205436X,7
288805,69078,0312243022,9
288808,69078,0312278586,5
288809,69078,0312282990,8
288810,69078,0312283709,8
288816,69078,0316666343,7
288826,69078,0345342968,9
288828,69078,0345350685,8
288839,69078,0374129983,9
288844,69078,0374199698,9
288853,69078,0375406530,9
288861,69078,0375500510,8
288864,69078,0375700757,9
288869,69078,0375705856,8
288888,69078,038533334X,7
288889,69078,0385337116,6
288892,69078,0385475721,8
288893,69078,0385490445,9
288897,69078,0385503954,9
288899,69078,038550926X,6
288900,69078,0385509456,9
288901,69078,0385509510,8
288902,69078,0385721420,8
288911,69078,0393317552,8
288943,69078,039592720X,9
288947,69078,0399146431,8
288960,69078,0449005615,8
288964,69078,0449907481,8
288972,69078,0451524934,8
288975,69078,0452268060,6
288978,69078,0517122707,9
289002,69078,0553277472,6
289027,69078,0671003755,7
289061,69078,0679429220,8
289062,69078,0679432477,8
289074,69078,0679723161,9
289082,69078,0679735771,8
289091,69078,0679781587,8
289108,69078,068484477X,8
289116,69078,0684865742,7
289119,69078,0684874350,9
289125,69078,0688177859,9
289131,69078,0743418174,6
289206,69078,0894805770,7
289238,69078,1573221937,7
289239,69078,1573226521,7
289429,69156,0060964049,5
289430,69156,0061009059,9
289436,69156,0312265840,9
289437,69156,0312265859,8
289438,69156,0312265867,8
289439,69156,0312306326,7
289445,69156,0312966091,9
289458,69156,0385504209,6
289460,69156,043935806X,8
289483,69156,0553279912,7
289484,69156,0553280341,7
289485,69156,0553280368,7
289491,69156,0671510053,9
289622,69211,014028009X,7
289632,69211,0345353145,9
289633,69211,034540288X,9
289635,69211,0385503822,5
289642,69211,0425143325,10
289643,69211,0425155404,5
289647,69211,0425180964,10
289648,69211,0425181103,10
289649,69211,0425184226,9
289655,69211,0439136369,7
289656,69211,0440206154,10
289663,69211,0446605409,9
289664,69211,0446608262,9
289697,69211,0671042262,9
289819,69232,0380018179,10
289905,69232,0440211727,10
289916,69232,0440222656,10
289943,69232,044651652X,9
289947,69232,0446527033,10
290024,69232,051513287X,10
290030,69232,0515136530,10
290476,69355,0140067477,5
290548,69355,0345444884,9
290618,69355,0385512104,8
290769,69355,0449212602,7
290788,69355,0451156609,6
290882,69355,0553375407,8
290899,69355,0553582755,6
291140,69355,0871136791,8
291254,69355,1931561648,8
291280,69378,0060188731,7
291298,69378,0140293248,8
291306,69378,0312291639,6
291309,69378,0316776963,9
291313,69378,0373484410,4
291314,69378,0374129983,7
291316,69378,037541309X,8
291322,69378,0385265700,5
291325,69378,0385729332,7
291398,69378,0971880107,5
291404,69378,1592400876,9
291421,69389,0060391626,8
291427,69389,0312265840,9
291428,69389,0312265859,9
291429,69389,0312265867,9
291430,69389,0312305060,9
291431,69389,0312306326,8
291432,69389,0312966091,9
291433,69389,0312966970,9
291434,69389,0312971346,9
291435,69389,0312976275,9
291436,69389,0316168688,8
291437,69389,0316569321,9
291440,69389,0375506039,9
291443,69389,0399147195,8
291444,69389,0439064864,8
291445,69389,0439136350,8
291446,69389,0439139597,8
291447,69389,043935806X,8
291450,69389,0446610038,8
291452,69389,0451155750,7
291459,69389,0451167805,8
291467,69389,055321313X,8
291468,69389,0553213148,8
291475,69389,0553271636,8
291476,69389,0553279556,8
291477,69389,0553279912,8
291478,69389,0553280341,8
291479,69389,0553280368,8
291480,69389,0553284789,8
291481,69389,0590353403,8
291482,69389,0670839531,9
291483,69389,0670858692,9
291485,69389,0671001795,9
291487,69389,0671758896,8
291488,69389,0679442790,6
291494,69389,0684867621,8
291506,69389,0842329242,8
291534,69405,000649840X,5
291574,69405,034540288X,8
291638,69405,0440222656,8
291651,69405,0446527033,8
291675,69405,0515131229,8
291677,69405,051513287X,8
291679,69405,0552998001,5
291715,69405,0684862719,8
292230,69684,0312421273,9
292234,69684,0316779423,7
292245,69684,0345348036,8
292249,69684,0345361792,9
292254,69684,0345413350,8
292255,69684,0345427637,6
292265,69684,0385492081,7
292289,69684,0553258001,7
292324,69684,0812550706,8
292389,69697,014038572X,10
293243,69697,0425183971,10
293264,69697,0439136369,10
293265,69697,0439139597,10
293266,69697,043935806X,10
293627,69697,0553296981,10
293747,69697,0671025333,8
293753,69697,0671027573,10
293754,69697,0671027581,9
293801,69697,0671744216,9
294302,69721,0064471047,10
294313,69721,031205436X,7
294319,69721,0345339738,10
294322,69721,0345368754,10
294326,69721,0380002930,10
294330,69721,0380813815,9
294378,69721,0451167716,9
295038,69933,0399145087,8
295041,69933,0425154092,9
295044,69933,0440226430,10
295051,69933,0446603929,10
295057,69933,0515126772,10
295058,69933,0515128546,9
295065,69933,0553582135,9
295066,69933,0553582143,8
295074,69933,0684835983,9
295212,69971,0142001740,9
295216,69971,0156027321,8
295234,69971,0312201656,8
295235,69971,0312422156,7
295287,69971,0345348036,10
295299,69971,0345413350,10
295302,69971,0345417623,4
295307,69971,0345435028,9
295315,69971,0345465083,8
295318,69971,0375705198,7
295363,69971,038542017X,7
295364,69971,0385486804,4
295365,69971,0385509456,9
295366,69971,0385722206,9
295417,69971,0425192733,3
295424,69971,0440212561,1
295432,69971,044023722X,3
295447,69971,0441172717,5
295469,69971,0446532231,6
295507,69971,0525947647,9
295538,69971,0553573403,9
295631,69971,0749397543,8
295641,69971,0804106304,8
295642,69971,080410753X,10
295643,69971,080411109X,10
295772,69971,1400031354,8
295869,70014,0312980140,7
295871,70014,034541389X,8
295876,70014,0439064872,10
295878,70014,0439139600,10
295885,70014,0451207521,5
295889,70014,0671023616,8
295920,70052,000649840X,3
295938,70052,0142000205,7
295951,70052,0316666343,10
296001,70052,042516098X,6
296011,70052,0440214041,6
296014,70052,0440222656,8
296026,70052,0446364193,8
296027,70052,0446364800,7
296040,70052,0446672211,8
296044,70052,0449212602,10
296065,70052,0452280621,3
296080,70052,0553561618,7
296103,70052,0671011367,5
296111,70052,0671042572,7
296115,70052,0671525743,7
296123,70052,0671776134,5
296184,70052,0804106304,6
296185,70052,080410753X,9
296186,70052,0804114986,7
296276,70065,0345378482,6
296298,70065,042516098X,7
296299,70065,0425175405,7
296301,70065,0425182908,6
296305,70065,0440200989,2
296308,70065,0440235162,4
296314,70065,0446604658,7
296318,70065,0449221504,7
296332,70065,0515095826,6
296339,70065,0552128481,7
296340,70065,0552131067,8
296341,70065,0552131075,8
296388,70065,0894808249,5
296532,70183,0312924585,9
296535,70183,0345313860,8
296537,70183,0345337662,8
296538,70183,0345369947,7
296541,70183,0345396936,5
296555,70183,0440206154,6
296561,70183,0451137965,7
296595,70183,0679441018,9
296639,70189,0440222656,10
296640,70189,0440224624,8
296643,70189,0553289411,10
296644,70189,0609610597,10
296645,70189,067102423X,9
297141,70402,0060934417,10
297152,70402,0380727501,7
297165,70402,0449005615,8
297168,70402,0670894605,9
297177,70402,0802139256,9
297178,70402,0804114986,8
297218,70415,0312195516,10
297223,70415,0316569321,6
297225,70415,0316781142,3
297303,70415,0385729332,10
297321,70415,0440202043,10
297329,70415,0440218535,8
297345,70415,0446527785,7
297363,70415,0449221482,8
297364,70415,0449221512,8
297392,70415,0553213148,9
297408,70415,0553561618,8
297423,70415,0671004565,5
297433,70415,0671793489,8
297438,70415,0679781587,10
297445,70415,0743211375,6
297545,70435,0316969680,8
297547,70435,0375413634,8
297549,70435,0385490992,7
297551,70435,0385497466,5
297553,70435,0440235162,8
297748,70541,0060929871,8
297753,70541,0316777730,8
297759,70541,0380778556,7
297763,70541,0425152251,7
297771,70541,0451169522,6
297780,70541,0553572997,8
297796,70541,1573225517,10
297798,70541,1573227331,9
297799,70541,1573229326,7
298125,70594,0060175966,9
298138,70594,0140042393,8
298146,70594,0142002267,9
298166,70594,0312995423,8
298178,70594,0345370775,8
298181,70594,0345402871,7
298196,70594,0380813815,10
298206,70594,0385504209,9
298209,70594,0385508042,7
298210,70594,0385510438,8
298211,70594,0385511612,7
298237,70594,0446667900,9
298238,70594,0452283442,7
298244,70594,0525947299,9
298245,70594,0525947647,9
298275,70594,0671027360,8
298335,70594,0805063889,9
298367,70594,1400031354,10
298368,70594,1400031362,9
298369,70594,1400034779,9
298397,70594,1592400876,8
298507,70649,0446610100,10
298508,70649,0446610399,7
298512,70649,0553274503,10
298522,70649,076790382X,10
298523,70649,0786881852,8
298524,70649,0971880107,8
298539,70666,006101351X,5
298550,70666,0316769487,9
298551,70666,0345353145,8
298552,70666,0345354613,5
298556,70666,0345370775,7
298557,70666,0345378482,5
298558,70666,0345378490,6
298559,70666,0345380371,5
298561,70666,0345402871,5
298562,70666,034540288X,6
298566,70666,0385484518,10
298570,70666,0425083837,6
298571,70666,0425116840,5
298573,70666,042513525X,5
298577,70666,0440211727,9
298578,70666,0440213525,9
298579,70666,0440221471,10
298580,70666,044022165X,6
298582,70666,0440225701,9
298584,70666,0440234743,7
298585,70666,0440236673,7
298588,70666,0446603589,5
298589,70666,0446605239,5
298590,70666,0446606324,5
298592,70666,0446607711,7
298593,70666,0446608890,9
298598,70666,0451160525,10
298602,70666,0451183665,8
298612,70666,0553280414,9
298613,70666,0553296981,7
298615,70666,0553580930,5
298623,70666,067102423X,5
298641,70666,080410526X,9
298648,70666,0887307876,6
299071,70931,0345441036,7
299095,70931,0451167317,7
299096,70931,0451188462,7
299116,70931,0684848783,8
299117,70931,0684853507,7
299120,70931,0684874350,9
299473,71102,0060392452,7
299503,71102,0553275976,8
299504,71102,0553277472,8
299508,71102,0671004107,8
299511,71102,0679720200,8
299516,71102,0684833395,8
299770,71234,0066214122,10
299793,71234,0375502238,10
299832,71234,0553579754,10
299833,71234,0553582747,10
299834,71234,0553801430,10
299836,71234,0553802496,10
299851,71234,0743211383,5
299852,71234,0743235150,10
299855,71234,0765341972,8
299857,71234,0786868015,10
300261,71490,0060096195,8
300265,71490,0312978367,9
300266,71490,0345337662,8
300267,71490,0345353145,7
300268,71490,0345378490,8
300279,71490,0425169693,5
300286,71490,0446605239,7
300287,71490,0446608955,8
300292,71490,0553262505,6
300293,71490,0553580191,8
300295,71490,059035342X,9
300299,71490,074343627X,6
300588,71587,0142001740,9
300590,71587,0312274920,5
300595,71587,0375706410,7
300598,71587,0385504209,9
300601,71587,0385509456,4
300602,71587,0385509510,3
300605,71587,0399144463,7
300922,71712,002542730X,6
300936,71712,0140430725,8
300937,71712,0142001430,9
300965,71712,0316769487,7
300978,71712,0345409671,8
300992,71712,0375706771,8
301045,71712,0440224675,5
301411,71752,0140298479,8
301412,71752,0141000198,9
301414,71752,0345337662,10
301415,71752,0345351525,9
301416,71752,0345370775,8
301417,71752,034540288X,6
301418,71752,0345404319,5
301422,71752,0440222656,7
301423,71752,0440998050,10
301427,71752,0451151259,9
301432,71752,067102423X,8
301433,71752,0671042858,7
301458,71786,0060915544,8
301459,71786,0060922532,7
301464,71786,0142001740,7
301468,71786,0385720106,8
301469,71786,0425152251,8
301475,71786,0553578316,8
301476,71786,067088300X,7
301477,71786,0671003755,6
301478,71786,0671042572,6
301688,71853,0316779423,9
301690,71853,034536676X,9
301704,71853,0439136369,9
301706,71853,0440220602,6
301720,71853,0671027344,9
301727,71853,0679734775,9
301728,71853,0679745203,7
301738,71853,0767902890,10
301748,71853,1573225517,10
301876,71902,0345350499,10
301887,71902,0440226104,7
301893,71902,0553278355,8
301900,71902,0679746048,8
301914,71902,0874776945,9
302270,72100,0060926317,7
302272,72100,0060976845,5
302273,72100,0061097314,6
302279,72100,0375703055,5
302280,72100,0385265700,7
302282,72100,0440226104,7
302284,72100,044023722X,7
302285,72100,0446605409,6
302290,72100,0671003755,7
302494,72214,0060915544,9
302503,72214,0316666343,10
302506,72214,0345413350,9
302524,72214,0399149155,8
302536,72214,051513628X,7
302537,72214,0515136379,7
302538,72214,0515136530,6
302558,72214,068483376X,10
302560,72214,0684857820,7
302570,72214,0743437640,8
302573,72214,0767905385,8
302642,72238,0425174271,8
302645,72238,0425182878,8
302647,72238,042518630X,7
302663,72238,0515126772,8
302666,72238,0515130966,7
303412,72523,0345354621,7
303413,72523,0345380371,9
303435,72523,0425167313,7
303436,72523,0425169863,9
303438,72523,0440211263,9
303439,72523,044021145X,7
303448,72523,0446604801,7
303462,72523,0451183665,8
303479,72523,0743225406,5
303515,72530,0060977493,5
303527,72530,0375725784,8
303528,72530,0385474016,8
303529,72530,0440414806,7
303533,72530,0446610100,7
303539,72530,0670030643,9
304289,72990,0375400117,5
304295,72990,0385475721,7
304300,72990,0439064872,8
304301,72990,0439136369,9
304310,72990,0553579754,8
304312,72990,0553580221,8
304314,72990,059035342X,8
304321,72990,0684874350,7
305013,73044,0060930535,9
305021,73044,014025448X,6
305024,73044,0140298479,8
305025,73044,0142001740,9
305026,73044,0142004235,6
305028,73044,0312195516,10
305029,73044,0312291639,8
305030,73044,0312305060,8
305032,73044,0316601950,7
305034,73044,0345361792,8
305040,73044,0345443284,7
305043,73044,0345459202,8
305047,73044,0380730138,7
305048,73044,038079487X,8
305050,73044,0385484518,5
305052,73044,0385508417,8
305054,73044,0385722435,7
305057,73044,0425092917,8
305060,73044,0446394521,9
305061,73044,0446608955,8
305063,73044,0446679593,6
305065,73044,0452280621,8
305066,73044,0553273914,8
305068,73044,0609804138,6
305069,73044,067088300X,8
305071,73044,0671038184,7
305074,73044,0679781587,10
305077,73044,0688177751,7
305086,73044,1565122968,8
305087,73044,1573229571,7
305144,73056,0060928336,9
305145,73056,0061009059,10
305146,73056,0312966091,9
305147,73056,0316666343,10
305150,73056,0375502238,9
305151,73056,0440236703,10
305152,73056,0452282152,7
305155,73056,0671001795,10
305157,73056,0743235150,9
305161,73056,0786867647,9
305749,73330,006092988X,10
305750,73330,0060958022,8
305754,73330,0064400557,10
305763,73330,0312983824,10
305775,73330,0440212561,9
305778,73330,0449005615,9
305779,73330,0449911519,8
305783,73330,0553575384,10
305790,73330,0679735909,10
306187,73394,0345339681,10
306193,73394,0345387651,10
306319,73394,0375760911,9
306332,73394,0380718340,10
306391,73394,0385730586,8
306440,73394,0425163385,5
306556,73394,0440235502,9
306981,73394,0670880728,9
307311,73394,0786868716,10
308034,73588,0345380371,5
308035,73588,034538475X,2
308036,73588,0345404114,3
308049,73588,042513525X,5
308055,73588,0425163407,6
308066,73588,0449219364,6
308068,73588,0449221512,5
308086,73588,0553271636,5
308088,73588,0553280341,5
308091,73588,0553562614,7
308247,73651,0345438329,9
308250,73651,0345445848,9
308251,73651,0373218397,5
308286,73651,0425143325,7
308360,73651,0451203771,6
308372,73651,0515126772,5
308374,73651,0515128546,5
308375,73651,0515128554,5
308376,73651,0515130389,5
308379,73651,0515131229,5
308381,73651,0515132020,6
308382,73651,051513287X,5
308514,73681,0060958022,9
308536,73681,0156027321,9
308564,73681,0345354613,6
308569,73681,0380718332,9
308572,73681,038082101X,9
308577,73681,0385504209,7
308578,73681,0385722206,9
308582,73681,0425154092,8
308583,73681,0425158616,9
308584,73681,0425166619,7
308585,73681,0425180638,9
308587,73681,0439064864,10
308588,73681,0439136350,10
308589,73681,0439139600,10
308591,73681,0446531332,8
308596,73681,0446676098,10
308598,73681,0451166582,7
308599,73681,0451167317,9
308602,73681,0451170385,9
308603,73681,0451176464,9
308604,73681,0451186362,9
308625,73681,0553250531,6
308627,73681,0553275976,7
308628,73681,0553280945,6
308629,73681,0553289411,7
308630,73681,0590353403,10
308634,73681,067102423X,9
308638,73681,0671867113,7
308639,73681,0671880187,7
308641,73681,0679745203,9
308642,73681,0679751521,9
308645,73681,0679781587,7
308652,73681,0684853515,9
308662,73681,0804106304,7
308801,73741,0312924585,9
308806,73741,0345337662,7
308810,73741,0425083837,7
308812,73741,0425184129,7
308821,73741,0449219461,7
308824,73741,0451169530,10
309101,73923,0140293248,5
309104,73923,0142001740,7
309113,73923,031242227X,8
309115,73923,0316096199,9
309116,73923,0316666009,7
309147,73923,038550926X,8
309153,73923,0425162443,7
309155,73923,0440206154,8
309158,73923,0440241413,9
309207,73923,0786868619,10
309450,74056,0312983271,7
309451,74056,031298328X,6
309452,74056,0312983298,8
309453,74056,0312983301,7
309461,74056,0385335482,10
309462,74056,0385335881,10
309464,74056,038549081X,7
309468,74056,0439136350,10
309469,74056,0439139597,10
309470,74056,043935806X,10
309473,74056,0446525502,10
309480,74056,0553213105,10
309491,74056,0671693816,6
309495,74056,0747532745,10
309502,74056,0786866586,9
309748,74175,0140244824,9
309749,74175,0312983824,5
309750,74175,0316666343,10
309751,74175,0385265700,9
309752,74175,0451203895,6
309753,74175,068484267X,9
309762,74185,0060987561,10
309764,74185,0312421273,8
309765,74185,0316666343,10
309772,74185,0375502238,10
309774,74185,038079487X,9
309775,74185,038549081X,7
309780,74185,043935806X,10
309791,74185,074322535X,1
310018,74286,0142000205,6
310019,74286,0142001740,4
310022,74286,0312979096,8
310026,74286,0316769487,7
310028,74286,0316899984,8
310032,74286,0345443284,8
310034,74286,0375703063,6
310037,74286,0380001411,8
310047,74286,0425162443,9
310051,74286,044023722X,8
310052,74286,0449213943,10
310054,74286,0451202341,9
310060,74286,0452282195,6
310061,74286,0452282829,8
310065,74286,0553279378,9
310066,74286,0553380095,7
310067,74286,0670865796,7
310069,74286,0671003755,7
310079,74286,0743237188,9
310403,74453,0316096199,6
310409,74453,0385504209,5
310415,74453,043936213X,10
310418,74453,0449005615,7
310445,74453,076790382X,7
310450,74453,0786868619,5
310784,74630,0345387651,10
310802,74630,0671021001,8
310803,74630,0671042858,3
310812,74630,0679442790,9
310813,74630,0679781587,10
310922,74665,031205436X,8
310938,74665,0439064872,9
310939,74665,0439136369,9
310941,74665,0449911519,10
310953,74665,059035342X,9
310954,74665,0670030643,8
310971,74665,0804106304,8
311114,74691,0156027321,10
311117,74691,0312305060,8
311119,74691,0316569321,7
311129,74691,0385503954,7
311146,74691,0679439382,7
311319,74758,0312980159,10
311336,74758,0440226430,10
311342,74758,0446605239,10
311352,74758,0515131229,8
311354,74758,051513287X,8
311480,74833,0060096195,8
311484,74833,0140067477,8
311485,74833,015100692X,9
311532,74833,0765341972,7
311534,74833,0804111359,8
311830,75028,0316666343,10
311835,75028,0385507593,6
311836,75028,0385720955,6
311837,75028,0440222656,8
